Plot,altitude,Slope,Aspect,Elevation
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1307.27000000000,26.19409900000,253.79899600000,1313.64001500000
01-01.2,0.00000000000,0.00000000000,0.00000000000,0.00000000000
01-01.2,0.00000000000,0.00000000000,0.00000000000,0.00000000000
01-01.2,0.00000000000,0.00000000000,0.00000000000,0.00000000000
01-01.2,0.00000000000,0.00000000000,0.00000000000,0.00000000000
01-01.2,0.00000000000,0.00000000000,0.00000000000,0.00000000000
01-01.2,0.00000000000,0.00000000000,0.00000000000,0.00000000000
01-01.2,0.00000000000,0.00000000000,0.00000000000,0.00000000000
01-01.2,0.00000000000,0.00000000000,0.00000000000,0.00000000000
01-01.2,0.00000000000,0.00000000000,0.00000000000,0.00000000000
01-01.2,0.00000000000,0.00000000000,0.00000000000,0.00000000000
01-01.2,0.00000000000,0.00000000000,0.00000000000,0.00000000000
01-01.2,0.00000000000,0.00000000000,0.00000000000,0.00000000000
